Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13
Abil/Name/CollapsingBuildingSW;Collapsing Building SW;Collapsing Building SW;Collapsing Building SW;Collapsing Building SW;Edificación en ruinas - SO;Collapsing Building SW;Collapsing Building SW;Collapsing Building SW;Collapsing Building SW;Prédio Desmoronando SO;Collapsing Building SW;崩塌的建築 - 西南
Abil/Name/CollapsingBuildingSWCollapsed;Collapsing Building SW Collapsed;Collapsing Building SW Collapsed;Collapsing Building SW Collapsed;Collapsing Building SW Collapsed;Edificación en ruinas - SO - Derrumbada;Collapsing Building SW Collapsed;Collapsing Building SW Collapsed;Collapsing Building SW Collapsed;Collapsing Building SW Collapsed;Prédio Desmoronando SO Desmoronado;Collapsing Building SW Collapsed;崩塌的建築 - 西南 - 已崩塌
Abil/Name/CollapsingBuildingUndoParent;Collapsing Building Undo Parent;Collapsing Building Undo Parent;Collapsing Building Undo Parent;Collapsing Building Undo Parent;Edificación en ruinas - Deshacer - Principal;Collapsing Building Undo Parent;Collapsing Building Undo Parent;Collapsing Building Undo Parent;Collapsing Building Undo Parent;Prédio Desmoronando Desfazer Pai;Collapsing Building Undo Parent;崩塌的建築 - 復原 - 父項
Abil/Name/ColonyInfestation;Colony Infestation;Colony Infestation;Colony Infestation;Colony Infestation;Infestación de colonia;Colony Infestation;Colony Infestation;거주지 감염;Colony Infestation;Infestação da colônia;移民地感染;殖民地感染
Abil/Name/ColonyShipTransport;Load-Unload;Load-Unload;Load-Unload;Load-Unload;Cargar-Descargar;Load-Unload;Load-Unload;들이기-내보내기;Load-Unload;Carregar/Descarregar;装载-卸载;裝載─卸載
Abil/Name/CommandCenterLiftOff;Unroot (Command Center);Unroot (Command Center);Unroot (Command Center);Unroot (Command Center);Desarraigar (Centro de mando);Unroot (Command Center);Unroot (Command Center);뿌리 들기 (사령부);Unroot (Command Center);Unroot (Command Center);站起 (指挥中心);拔根（指揮中心）
Abil/Name/CommanderPrestigeAlarakDeathFleetWarpable;CommanderPrestigeAlarakDeathFleetWarpable;CommanderPrestigeAlarakDeathFleetWarpable;Kommandantenprestige (Alarak) - Todesflotte warpbar;CommanderPrestigeAlarakDeathFleetWarpable;;CommanderPrestigeAlarakDeathFleetWarpable;CommanderPrestigeAlarakDeathFleetWarpable;CommanderPrestigeAlarakDeathFleetWarpable;CommanderPrestigeAlarakDeathFleetWarpable;CommanderPrestigeAlarakDeathFleetWarpable;CommanderPrestigeAlarakDeathFleetWarpable;CommanderPrestigeAlarakDeathFleetWarpable
Abil/Name/CommanderPrestigeArtanisOrbitalStrikeShieldOverchargeTargeted;CommanderPrestigeArtanisOrbitalStrikeShieldOverchargeTargeted;;;;CommanderPrestigeArtanisOrbitalStrikeShieldOverchargeTargeted;;;CommanderPrestigeArtanisOrbitalStrikeShieldOverchargeTargeted;;CommanderPrestigeArtanisOrbitalStrikeShieldOverchargeTargeted;CommanderPrestigeArtanisOrbitalStrikeShieldOverchargeTargeted;CommanderPrestigeArtanisOrbitalStrikeShieldOverchargeTargeted
Abil/Name/CommanderPrestigeDehakaPackLeadersRetreat;CommanderPrestigeDehakaPackLeadersRetreat;;;;CommanderPrestigeDehakaPackLeadersRetreat;;;CommanderPrestigeDehakaPackLeadersRetreat;;CommanderPrestigeDehakaPackLeadersRetreat;CommanderPrestigeDehakaPackLeadersRetreat;CommanderPrestigeDehakaPackLeadersRetreat
Abil/Name/CommanderPrestigeStukovBansheeTransport;Load-Unload (Infested Banshee);;;;;;;;;;;
Abil/Name/CommanderPrestigeStukovBansheesDeploy;CommanderPrestigeStukovBansheesDeploy;;;;;;;;;;;
Abil/Name/CommanderPrestigeSwannHerculesScienceVesselTacticalJump;CommanderPrestigeSwannHerculesScienceVesselTacticalJump;CommanderPrestigeSwannHerculesScienceVesselTacticalJump;CommanderPrestigeSwannHerculesScienceVesselTacticalJump;CommanderPrestigeSwannHerculesScienceVesselTacticalJump;;Commandant - Prestige - Swann - Hercule - Vaisseau scientifique - Saut tactique;CommanderPrestigeSwannHerculesScienceVesselTacticalJump;CommanderPrestigeSwannHerculesScienceVesselTacticalJump;CommanderPrestigeSwannHerculesScienceVesselTacticalJump;;CommanderPrestigeSwannHerculesScienceVesselTacticalJump;CommanderPrestigeSwannHerculesScienceVesselTacticalJump
Abil/Name/CommanderPrestigeVorazunTimeStop;CommanderPrestigeVorazunTimeStop;;;;;;;;;;;
Abil/Name/CommanderPrestigeZagaraMaxSupplyScourgeSpawner;CommanderPrestigeZagaraMaxSupplyScourgeSpawner;CommanderPrestigeZagaraMaxSupplyScourgeSpawner;Kommandantenprestige (Zagara) - Versorgungslimit, Terror erschaffen;CommanderPrestigeZagaraMaxSupplyScourgeSpawner;CommanderPrestigeZagaraMaxSupplyScourgeSpawner;CommanderPrestigeZagaraMaxSupplyScourgeSpawner;CommanderPrestigeZagaraMaxSupplyScourgeSpawner;CommanderPrestigeZagaraMaxSupplyScourgeSpawner;CommanderPrestigeZagaraMaxSupplyScourgeSpawner;CommanderPrestigeZagaraMaxSupplyScourgeSpawner;CommanderPrestigeZagaraMaxSupplyScourgeSpawner;CommanderPrestigeZagaraMaxSupplyScourgeSpawner
Abil/Name/CommanderPrestigeZagaraZagaraDeepTunnel;CommanderPrestigeZagaraZagaraDeepTunnel;;;;;;;;;;;
Abil/Name/CommanderPrestigeZeratulVoidSeeker;CommanderPrestigeZeratulVoidSeeker;;;;;;;;;;;
Abil/Name/ConstructDrakkenLaserDrillCoop;Construct Drakken Laser Drill Coop;Construct Drakken Laser Drill Coop;Construct Drakken Laser Drill Coop;Construct Drakken Laser Drill Coop;Construir Taladro láser Drakken - Cooperativo;Construct Drakken Laser Drill Coop;Construct Drakken Laser Drill Coop;드라켄 레이저 천공기 협동전 건설;Construct Drakken Laser Drill Coop;Construct Drakken Laser Drill Coop;建造德拉肯激光钻机合作模式;建造達肯雷射鑽洞機 - 合作
Abil/Name/Consume;Consume Host;Поглотить носителя;Wirt verzehren;Consumir anfitrión;Consumir huésped;Dévorer l’hôte;Consunzione ospite;숙주 흡수;Pochłonięcie;Consumir Hospedeiro;吞噬宿主;吞噬宿主
Abil/Name/ConsumeDNA;Consume DNA;Consume DNA;Consume DNA;Consume DNA;Consumir ADN;Consume DNA;Consume DNA;DNA 흡수;Consume DNA;Consumir DNA;吞噬DNA;吸收 DNA
Abil/Name/ConsumeEssence;Consume Essence;Поглотить эссенцию;Essenz verschlingen;Consumir esencia;Consumir esencia;Dévorer l’essence;Consunzione essenza;정수 흡수;Pochłoń esencję;Consumir Essência;吞噬精华;吸收原質
Abil/Name/ConsumeMoveToCaster;Consume Move To Caster;Consume Move To Caster;Consume Move To Caster;Consume Move To Caster;Consumir - Mover al lanzador;Consume Move To Caster;Consume Move To Caster;흡수 시전자에게로 이동;Consume Move To Caster;Consumir - Mover para Lançador;Consume Move To Caster;吞噬 - 移動至施放者
Abil/Name/Consumption;Consumption;Consumption;Consumption;Consumption;Consumo;Consumption;Consumption;흡수;Consumption;Consumo;消耗;吞噬
Abil/Name/CoopDehakaGlevigEggMorphHydralisk;Egg;Egg;Egg;Egg;Huevo;Egg;Egg;알;Egg;Ovo;卵;蟲卵
Abil/Name/CoopMurvarSpawnCreepers;Spawn Swarm;Spawn Swarm;Spawn Swarm;Spawn Swarm;Engendrar Enjambre;Spawn Swarm;Spawn Swarm;군단 생성;Spawn Swarm;Gerar Enxame;孵化虫群;孵化蝗群
Abil/Name/CoopTurnToAbility;Coop Turn To Ability;Coop Turn To Ability;Coop Turn To Ability;Coop Turn To Ability;Coop Turn To Ability;Coop Turn To Ability;Coop Turn To Ability;협동전 능력으로 전환;Coop Turn To Ability;Coop Turn To Ability;Coop Turn To Ability;Coop Turn To Ability
Abil/Name/CoopVoidTendrilDeathGripAutoCast;Coop - VoidTendrilDeathGripAutoCast;Coop - VoidTendrilDeathGripAutoCast;Coop - VoidTendrilDeathGripAutoCast;Coop - VoidTendrilDeathGripAutoCast;Coop - VoidTendrilDeathGripAutoCast;Coop - VoidTendrilDeathGripAutoCast;Coop - VoidTendrilDeathGripAutoCast;Coop - VoidTendrilDeathGripAutoCast;Coop - VoidTendrilDeathGripAutoCast;Cooperativo - TentáculoDoVazioGuanteDaMorteLançamentoAutomático;Coop - VoidTendrilDeathGripAutoCast;Coop - VoidTendrilDeathGripAutoCast
Abil/Name/CorrosiveAcid;Corrosive Acid;Corrosive Acid;Corrosive Acid;Corrosive Acid;Corrosive Acid;Corrosive Acid;Corrosive Acid;부식성 산;Corrosive Acid;Ácido Corrosivo;腐蚀强酸;腐蝕酸液
Abil/Name/CorrosiveSpores;Corrosive Spores;Ядовитые споры;Ätzende Sporen;Esporas corrosivas;Esporas corrosivas;Spores corrosives;Spore corrosive;부식성 포자;Żrące zarodniki;Esporos Corrosivos;腐蚀孢子;酸蝕孢子
Abil/Name/CorsairMPDisruptionWeb;Disruption Web;Disruption Web;Disruption Web;Disruption Web;Red disruptiva;Disruption Web;Disruption Web;분열망;Disruption Web;Teia Disruptora;干扰网;癱瘓電網
Abil/Name/CreepTumorEnsnare;Ensnare;Ensnare;Ensnare;Ensnare;Atrapar;Ensnare;Ensnare;속박;Ensnare;Enredar;诱捕;黏液
Abil/Name/CreepTumorUsed;Creep Tumor Used;Опухоль - использованная;Creep Tumor Used;Tumor de biomateria usado;Tumor de talo - Usado;Tumeur muqueuse utilisée;Biotumore usato;점막 종양 사용;Tumor biomasy – wykorzystany;Tumor Gosmento Usado;菌毯肿瘤已使用;蟲苔瘤 - 已使用
Abil/Name/CreeperExplode;Explode;Explode;Explode;Explode;Explotar;Explode;Explode;폭발;Explode;Explodir;爆炸;爆炸
Abil/Name/CybrosEscortDownloader;CybrosEscortDownloader;CybrosEscortDownloader;CybrosEscortDownloader;CybrosEscortDownloader;CybrosEscortDownloader;CybrosEscortDownloader;CybrosEscortDownloader;CybrosEscortDownloader;CybrosEscortDownloader;CybrosEscortDownloader;塞布罗斯号护送下载器;賽博洛斯護送任務下載裝置
Abil/Name/CybrosEscortTowerGroundMissileVolley;CybrosEscortTowerGroundMissileVolley;CybrosEscortTowerGroundMissileVolley;CybrosEscortTowerGroundMissileVolley;CybrosEscortTowerGroundMissileVolley;CybrosEscortTowerGroundMissileVolley;CybrosEscortTowerGroundMissileVolley;CybrosEscortTowerGroundMissileVolley;CybrosEscortTowerGroundMissileVolley;CybrosEscortTowerGroundMissileVolley;CybrosEscortTowerGroundMissileVolley;CybrosEscortTowerGroundMissileVolley;CybrosEscortTowerGroundMissileVolley
Abil/Name/CybrosEscortTowerMissileVolley;CybrosEscortTowerMissileVolley;CybrosEscortTowerMissileVolley;CybrosEscortTowerMissileVolley;CybrosEscortTowerMissileVolley;CybrosEscortTowerMissileVolley;CybrosEscortTowerMissileVolley;CybrosEscortTowerMissileVolley;CybrosEscortTowerMissileVolley;CybrosEscortTowerMissileVolley;CybrosEscortTowerMissileVolley;CybrosEscortTowerMissileVolley;CybrosEscortTowerMissileVolley
Abil/Name/CybrosEscortTowerMultiAOE;CybrosEscortTowerMultiAOE;CybrosEscortTowerMultiAOE;CybrosEscortTowerMultiAOE;CybrosEscortTowerMultiAOE;CybrosEscortTowerMultiAOE;CybrosEscortTowerMultiAOE;CybrosEscortTowerMultiAOE;CybrosEscortTowerMultiAOE;CybrosEscortTowerMultiAOE;CybrosEscortTowerMultiAOE;CybrosEscortTowerMultiAOE;CybrosEscortTowerMultiAOE
Abil/Name/CybrosEscortTowerSingleTargetLockOn;CybrosEscortTowerSingleTargetLockOn;CybrosEscortTowerSingleTargetLockOn;CybrosEscortTowerSingleTargetLockOn;CybrosEscortTowerSingleTargetLockOn;CybrosEscortTowerSingleTargetLockOn;CybrosEscortTowerSingleTargetLockOn;CybrosEscortTowerSingleTargetLockOn;CybrosEscortTowerSingleTargetLockOn;CybrosEscortTowerSingleTargetLockOn;CybrosEscortTowerSingleTargetLockOn;CybrosEscortTowerSingleTargetLockOn;CybrosEscortTowerSingleTargetLockOn
Abil/Name/CycloneReborn;Cyclone Reborn;Cyclone Reborn;Cyclone Reborn;Cyclone Reborn;Ciclón - Renacido;Cyclone Reborn;Cyclone Reborn;사이클론 재조립;Cyclone Reborn;Ciclone Renascido;Cyclone Reborn;颶風飛彈車 - 重生
Abil/Name/CycloneRebornCheap;Cyclone Reborn Cheap;Cyclone Reborn Cheap;Cyclone Reborn Cheap;Cyclone Reborn Cheap;Ciclón - Renacido - Costo reducido;Cyclone Reborn Cheap;Cyclone Reborn Cheap;사이클론 재조립 비용 감소;Cyclone Reborn Cheap;Ciclone Renascido Barato;Cyclone Reborn Cheap;颶風飛彈車 - 重生 - 低消耗
Abil/Name/CycloneWreckage;Cyclone Wreckage;Cyclone Wreckage;Cyclone Wreckage;Cyclone Wreckage;Ciclón - Restos;Cyclone Wreckage;Cyclone Wreckage;망가진 사이클론;Cyclone Wreckage;Destroços de Ciclone;Cyclone Wreckage;颶風飛彈車殘骸
Abil/Name/D8Charge;G-4 Charge;G-4 Charge;G-4 Charge;G-4 Charge;Carga G-4;G-4 Charge;G-4 Charge;G-4 폭탄;G-4 Charge;Carga G-4;G-4型炸药;G-4炸藥
Abil/Name/DOMEMP;EMP;EMP;EMP;EMP;PEM;EMP;EMP;EMP;EMP;EMP;EMP;電磁脈衝波
Abil/Name/DOMLabDoorThinDefaultClose;DOMLab Door Thin Default Close;DOMLab Door Thin Default Close;DOMLab Door Thin Default Close;DOMLab Door Thin Default Close;DdH - Puerta de laboratorio - Estrecha - Predeterminado - Cerrar;DOMLab Door Thin Default Close;DOMLab Door Thin Default Close;DOMLab Door Thin Default Close;DOMLab Door Thin Default Close;DOMLab Door Thin Default Close;DOMLab Door Thin Default Close;守護組織實驗室閘門 - 薄 - 預設 - 關閉
Abil/Name/DOMLabDoorThinDefaultOpen;DOMLab Door Thin Default Open;DOMLab Door Thin Default Open;DOMLab Door Thin Default Open;DOMLab Door Thin Default Open;DdH - Puerta de laboratorio - Estrecha - Predeterminado - Abrir;DOMLab Door Thin Default Open;DOMLab Door Thin Default Open;DOMLab Door Thin Default Open;DOMLab Door Thin Default Open;DOMLab Door Thin Default Open;DOMLab Door Thin Default Open;守護組織實驗室閘門 - 薄 - 預設 - 開啟
Abil/Name/DOMLabDoorThinE;DOMLab Door Thin EClosed;DOMLab Door Thin EClosed;DOMLab Door Thin EClosed;DOMLab Door Thin EClosed;DdH - Puerta de laboratorio - Estrecha - ECerrada;DOMLab Door Thin EClosed;DOMLab Door Thin EClosed;DOMLab Door Thin EClosed;DOMLab Door Thin EClosed;DOMLab Door Thin EClosed;DOMLab Door Thin EClosed;守護組織實驗室閘門 - 薄 - 東 - 關閉
Abil/Name/DOMLabDoorThinEOpened;DOMLab Door Thin EOpened;DOMLab Door Thin EOpened;DOMLab Door Thin EOpened;DOMLab Door Thin EOpened;DdH - Puerta de laboratorio - Estrecha - EAbierta;DOMLab Door Thin EOpened;DOMLab Door Thin EOpened;DOMLab Door Thin EOpened;DOMLab Door Thin EOpened;DOMLab Door Thin EOpened;DOMLab Door Thin EOpened;守護組織實驗室閘門 - 薄 - 東 - 開啟
Abil/Name/DOMLabDoorThinN;DOMLab Door Thin NClosed;DOMLab Door Thin NClosed;DOMLab Door Thin NClosed;DOMLab Door Thin NClosed;DdH - Puerta de laboratorio - Estrecha - NCerrada;DOMLab Door Thin NClosed;DOMLab Door Thin NClosed;DOMLab Door Thin NClosed;DOMLab Door Thin NClosed;DOMLab Door Thin NClosed;DOMLab Door Thin NClosed;守護組織實驗室閘門 - 薄 - 北 - 關閉
Abil/Name/DOMLabDoorThinNE;DOMLab Door Thin NEClosed;DOMLab Door Thin NEClosed;DOMLab Door Thin NEClosed;DOMLab Door Thin NEClosed;DdH - Puerta de laboratorio - Estrecha - NECerrada;DOMLab Door Thin NEClosed;DOMLab Door Thin NEClosed;DOMLab Door Thin NEClosed;DOMLab Door Thin NEClosed;DOMLab Door Thin NEClosed;DOMLab Door Thin NEClosed;守護組織實驗室閘門 - 薄 - 東北 - 關閉
Abil/Name/DOMLabDoorThinNEOpened;DOMLab Door Thin NEOpened;DOMLab Door Thin NEOpened;DOMLab Door Thin NEOpened;DOMLab Door Thin NEOpened;DdH - Puerta de laboratorio - Estrecha - NEAbierta;DOMLab Door Thin NEOpened;DOMLab Door Thin NEOpened;DOMLab Door Thin NEOpened;DOMLab Door Thin NEOpened;DOMLab Door Thin NEOpened;DOMLab Door Thin NEOpened;守護組織實驗室閘門 - 薄 - 東北 - 開啟
Abil/Name/DOMLabDoorThinNOpened;DOMLab Door Thin NOpened;DOMLab Door Thin NOpened;DOMLab Door Thin NOpened;DOMLab Door Thin NOpened;DdH - Puerta de laboratorio - Estrecha - NAbierta;DOMLab Door Thin NOpened;DOMLab Door Thin NOpened;DOMLab Door Thin NOpened;DOMLab Door Thin NOpened;DOMLab Door Thin NOpened;DOMLab Door Thin NOpened;守護組織實驗室閘門 - 薄 - 北 - 開啟
Abil/Name/DOMLabDoorThinNW;DOMLab Door Thin NWClosed;DOMLab Door Thin NWClosed;DOMLab Door Thin NWClosed;DOMLab Door Thin NWClosed;DdH - Puerta de laboratorio - Estrecha - NOCerrada;DOMLab Door Thin NWClosed;DOMLab Door Thin NWClosed;DOMLab Door Thin NWClosed;DOMLab Door Thin NWClosed;DOMLab Door Thin NWClosed;DOMLab Door Thin NWClosed;守護組織實驗室閘門 - 薄 - 西北 - 關閉
Abil/Name/DOMLabDoorThinNWOpened;DOMLab Door Thin NWOpened;DOMLab Door Thin NWOpened;DOMLab Door Thin NWOpened;DOMLab Door Thin NWOpened;DdH - Puerta de laboratorio - Estrecha - NOAbierta;DOMLab Door Thin NWOpened;DOMLab Door Thin NWOpened;DOMLab Door Thin NWOpened;DOMLab Door Thin NWOpened;DOMLab Door Thin NWOpened;DOMLab Door Thin NWOpened;守護組織實驗室閘門 - 薄 - 西北 - 開啟
Abil/Name/DOMLabDoorThinS;DOMLab Door Thin SClosed;DOMLab Door Thin SClosed;DOMLab Door Thin SClosed;DOMLab Door Thin SClosed;DdH - Puerta de laboratorio - Estrecha - SCerrada;DOMLab Door Thin SClosed;DOMLab Door Thin SClosed;DOMLab Door Thin SClosed;DOMLab Door Thin SClosed;DOMLab Door Thin SClosed;DOMLab Door Thin SClosed;守護組織實驗室閘門 - 薄 - 南 - 關閉
Abil/Name/DOMLabDoorThinSE;DOMLab Door Thin SEClosed;DOMLab Door Thin SEClosed;DOMLab Door Thin SEClosed;DOMLab Door Thin SEClosed;DdH - Puerta de laboratorio - Estrecha - SECerrada;DOMLab Door Thin SEClosed;DOMLab Door Thin SEClosed;DOMLab Door Thin SEClosed;DOMLab Door Thin SEClosed;DOMLab Door Thin SEClosed;DOMLab Door Thin SEClosed;守護組織實驗室閘門 - 薄 - 東南 - 關閉
Abil/Name/DOMLabDoorThinSEOpened;DOMLab Door Thin SEOpened;DOMLab Door Thin SEOpened;DOMLab Door Thin SEOpened;DOMLab Door Thin SEOpened;DdH - Puerta de laboratorio - Estrecha - SEAbierta;DOMLab Door Thin SEOpened;DOMLab Door Thin SEOpened;DOMLab Door Thin SEOpened;DOMLab Door Thin SEOpened;DOMLab Door Thin SEOpened;DOMLab Door Thin SEOpened;守護組織實驗室閘門 - 薄 - 東南 - 開啟
Abil/Name/DOMLabDoorThinSOpened;DOMLab Door Thin SOpened;DOMLab Door Thin SOpened;DOMLab Door Thin SOpened;DOMLab Door Thin SOpened;DdH - Puerta de laboratorio - Estrecha - SAbierta;DOMLab Door Thin SOpened;DOMLab Door Thin SOpened;DOMLab Door Thin SOpened;DOMLab Door Thin SOpened;DOMLab Door Thin SOpened;DOMLab Door Thin SOpened;守護組織實驗室閘門 - 薄 - 南 - 開啟
Abil/Name/DOMLabDoorThinSW;DOMLab Door Thin SWClosed;DOMLab Door Thin SWClosed;DOMLab Door Thin SWClosed;DOMLab Door Thin SWClosed;DdH - Puerta de laboratorio - Estrecha - SOCerrada;DOMLab Door Thin SWClosed;DOMLab Door Thin SWClosed;DOMLab Door Thin SWClosed;DOMLab Door Thin SWClosed;DOMLab Door Thin SWClosed;DOMLab Door Thin SWClosed;守護組織實驗室閘門 - 薄 - 西南 - 關閉
Abil/Name/DOMLabDoorThinSWOpened;DOMLab Door Thin SWOpened;DOMLab Door Thin SWOpened;DOMLab Door Thin SWOpened;DOMLab Door Thin SWOpened;DdH - Puerta de laboratorio - Estrecha - SOAbierta;DOMLab Door Thin SWOpened;DOMLab Door Thin SWOpened;DOMLab Door Thin SWOpened;DOMLab Door Thin SWOpened;DOMLab Door Thin SWOpened;DOMLab Door Thin SWOpened;守護組織實驗室閘門 - 薄 - 西南 - 開啟
Abil/Name/DOMLabDoorThinW;DOMLab Door Thin WClosed;DOMLab Door Thin WClosed;DOMLab Door Thin WClosed;DOMLab Door Thin WClosed;DdH - Puerta de laboratorio - Estrecha - OCerrada;DOMLab Door Thin WClosed;DOMLab Door Thin WClosed;DOMLab Door Thin WClosed;DOMLab Door Thin WClosed;DOMLab Door Thin WClosed;DOMLab Door Thin WClosed;守護組織實驗室閘門 - 薄 - 西 - 關閉
Abil/Name/DOMLabDoorThinWOpened;DOMLab Door Thin WOpened;DOMLab Door Thin WOpened;DOMLab Door Thin WOpened;DOMLab Door Thin WOpened;DdH - Puerta de laboratorio - Estrecha - OAbierta;DOMLab Door Thin WOpened;DOMLab Door Thin WOpened;DOMLab Door Thin WOpened;DOMLab Door Thin WOpened;DOMLab Door Thin WOpened;DOMLab Door Thin WOpened;守護組織實驗室閘門 - 薄 - 西 - 開啟
